id_author,author,text,sentimen
UCXiavhzVr_dHegY8DGxzIJw,@Doyok99-j7c2k,Makanya celaka Negara ini yg dibuat jkw secara diam2 kaya jaman  sebelum G 30S  mengdakan pelatihan tentara iligal dipastikan ada rincana jahat  kalau pak prabowo tidak bertidak maka dipastikan gerakan PKI akan menggempur Indonesia yg  tercinta ini. Cepat bersihkan siapa dalangnya tiroris 1 dua orang dapat dilacak ini megah iligal 1000 an hektar ko bisa2 nya intelejen tidak tau  ada apa  dengan intelejen pak prabowo makanya bersihkan mentri2 peninggalan jkw sebelum terlambat,Negatif
UCCOVBZwCPNrO0RyfkD3MagQ,@banjarmulyafarm4859,"Kepemimpinan sekarang juga harus tegas dan usut siapa yg salah, jangan didiemin pelaku aktor utamanya",Positif
UChNnE-0MgCD9ooCaSlTR1fA,@faisalzamaniko4557,Tangkap dan adali,Negatif
UCJcGPjdjTc2rHzy1WXL6G6g,@dadangjuarsa7008,Mana nih buzzer Jokowi suaranya???😂,Netral
UC4jbMxKPtJnCdDgfbxxrW2A,@tipstrickandroid5026,Itu samping kok ada mas Adam suaminya  Inul Daratista 😅,Negatif
UCUq5u2AFToY1EVJhdIi0a_w,@ramlicendana2702,"Tidak mungkin gak ada dari otoritas negara yang tidak tahu kejadian ini,, Bangzzzatttt... 😅",Negatif
UCIL8eczga5gwl8ZuoW_XEdg,@AriWahyudi-t5w,Harus segera dihentikan operasinya Tangkap semua oknum oknum nya,Negatif
UC0mgzL-sPl_lesRfn3D1wQw,@NurHabib-qe2id,Pemimpin pada kemana. Ini serios apa bohong. Kok pada kura dlm perahu,Negatif
UCUmjUF1k3nYnAcgTLzfQFOQ,@rudytuanany9778,Ga masuk akal. Masa bandara sebesar itu tidak ada yg tau..selama ini pejabat ngapain aja.?,Negatif
UCgOVYV9olx4hfzKrpp7450A,@MukammalMukammal-k9s,Kok bisa panglima ABRI dan kepolisian tak beri tau ke negara,Netral
UCRc8KDWqd7aubvue7RJa0Jw,@SellaHadi30,Di iwip jua ada bandara yg persis dengan imip,Netral
UCJIadvMy0Y0ox2h-ady9-dA,@NiningNiningg-y6c,"Siapalagi kalau bukan ulahnya
molyono",Negatif
UCHFxYUySk5-B6Z7lnZrtz8A,@SalamanBintang,Mn PK polisi,Negatif
UCHbbMxmPbPv0sgSu9g3ogWw,@trisantoso596,"Ijazah nya aja bobrok minpin negara jadinya  bobrok juga bangsa dan negara kita, adili jokowi dan kroni kroninya rakyat  mendukung  pak prabowo👍👍👍",Negatif
UC6PncXvC_0mYa021uCknl3Q,@bilzex-ns4eg,"Jokowi berlagaknya sok elit di Bloomberg Economy forum berbicara salah satunya tentang REGULASI. Ternyata, REGULASI BANDARA saja AMBURADUL. MALU? Sepertinya tidak! Tipikal Nuswantoro banget orang² seperti itu.",Negatif
UCaKKRu5WO3y82PmccYY0bqA,@nmb_aja,Imip wkwkwkwkkw udah dari dulu . Kmana aja bung,Negatif
UCXMu6QQtzidoYoHX8npCgdQ,@MasyitahKsp-c4z,tidak ada makan siang gratis. pasti ada mengalir ke Jokowi,Positif
UCPN_cXHroKGcAuERw_ClSfw,@Bangorofficial,"panglima tni kapolri  ko kecolongan bagaimana ceritanya itu,apakah ada setoran masuk",Negatif
UCzrY7dPVTME2GNDIVcEij3g,@anugrahtulus4266,Menhan rasa wapres ❤,Negatif
UC3pcXbe7x6UVZAW9W0cuv7Q,@widioka,JENDRAL...SEMUA YG TERLIBAT BAIK LANGSUNG & TDK LANGSUNG. .. HUKUM MATI TITIK...69X,Negatif
UCIj0SAYbdFnkjyRGacZ032Q,@periskillngantung4363,"Tambang nikel perusahaan China di Weda Maluku juga punya bandara sendiri, mohon diviralkan",Netral
UCXrOZcTefr_adQGu_GIwzFw,@sifaulqulub5705,Up,Netral
UCCz0r2yFf1dFBftmkh5apYQ,@IndrapermanaNche,Up,Netral
UCBvcI5NJRc0dHvbAjAeBThQ,@Dedi-c4q,Up,Netral
UCU_r25Bul-3nD8VVezbN1iQ,@taufiqmaman5129,Up,Netral
UC9hmb5vfj4Z6iqzzzYgfDUA,@zaidan8641,"Di rampok singapura dan china lewat cecunguk mukidi , 11 ribu tri liun di kantong KORUPTOR jumbo",Negatif
UCJN_-DTtObMTRFryhKYp45w,@NorNafisah-t8g,Up,Netral
UC6Diy_6uupaf6Guobq1_sJA,@caesa-19g,Up,Netral
UCXRbdcpB05T1VBxSOZOBHsw,@ahmadjueni6101,Up,Netral
UCrWXfWZ19oBZgTgX2Jibt9w,@bongtoni3015,Up,Netral
UCpHRXZ70Ur0nrTqRBqBj5IA,@jihadputra977,Up,Netral
UC7_cqaAGEnskHfK8tIRbGuA,@endahsriwahyuni5435,Up,Netral
UCYnqzZ8jomxM1KMks8LqyuA,@rasetyaka,Up,Netral
UCGA_dTnjpWWmzVQ5Q8mt7Tg,@Nov0788,Up,Netral
UCLwpictHuVvOVxUPDOyK99w,@miftakhularif8180,"Gila bener ni negara, mau jadi Kolombia & mexiko baru. Hati2 banyak narkoba keluar masuk dan emas batangan yang keluar . Bravo pak prabowo❤❤",Negatif
UCuvZEzU3UFixgoKc3PZ_Egw,@zuhandijoeyloedong,Kenapa tak ada yg berani tangkap jokowi...karena dialah sumber kerusakan di Negeri ini....ayo pak tangkap....demi rakyat dan bangsa ini..,Negatif
UCa040jiLXgv2t2I2ZOOhAoQ,@Muarateweh-s3o,"Mantap sekali ,dihati Rayat ceramah yang disampaikan Bapa Menhan Sapri Samsudin, mudah2han langkah awal perjuangan bapa , tida masuk angin , tuk menuju ke ujung tahun 2030nanti , kami rayat mendukung dan mengawal  langkah 2Bapa  berperang melawan kejahatan dalam selimut , Kami rayat mendoakan mudah2an Bapa Menhan bersama jajarannya selalu dalam keadaan sehat wal,afyat Amin Yarabbal Alamin?",Positif
UC_A0JqlVenKcdCLqvikRF2Q,@aciojaguar,Itu di situ ada panglima TNI. Dia harus tanggung jawab juga. kok bisa ada di situ bndara.,Negatif
UCOQq3q18FPOS0f4uleYuZOw,@KhawuloDeso,Era Prabowo ni bos,Netral
UC-0sTPXgBsJaVPIN9H3zCmg,@User02-l9u,joKON..,Negatif
UCw3HPL7_vthaAQmj8V7JCeQ,@yunushasan9790,Masa sih angkatan UDARA dan menteri pertahanan gak tau..kan pesawat mau masuk wilayah suatu negara minta ijin klu GK izin bisa di tembak di tempat,Negatif
UCxoVIjW70FQGIVCSf4pJTXA,@ahmadsulaimi8378,Tanya sama jokowii pasti tahu....,Negatif
UCs6UeeMYNQwZ7d9wICELmGg,@illannajamuddin437,Mana nih si menhub 😢,Netral
UCtaf_C1fikrNledj1sRVWSQ,@Dardar1515,Ayo termul ngomongo matanya suruh lihat,Negatif
UCzMpm-HzPiasSe5KfHnoGhw,@BenieSickboy,LBP & Joko KAMPRET. si biang masalah.,Negatif
UCBaIYb-pQQPv-kyF0b2LiLQ,@HeriSutikno-v1f,Ancur ancur an Indonesia 😂😂,Negatif
UC7pNMc-7WNl2ZWLNOYyPufw,@nephyputera8054,Katanya indonesia sudah maju dan canggih.. Itu pesawat bukan semut masa bisa lolos,Negatif
UCHPIAfyb6oP4tFX9-dwQ4wQ,@darmabubon1329,Apakah pak Probowo selaku Menhan saat itu juga tidak tahu??,Netral
UCua7rzzOlbcQm3JZLjsBhMQ,@anassangurara7758,"Ada jenderal nakal, dan ada juga mantan jenderal...merangkap mafia tambang dan minyak...penghianat negara itu, kami rakyat tidak bisa berbuat apa apa jika penguasa suda berkerja sama dengan pengusaha asing",Negatif
UCxeZ3yfMnQhZCR4PmaL0DMA,@SuKono-e8x,Bpk prabowo ❤❤menhan lanjutkan,Positif
UCEzIFY_E2bbT7vvMnmh70tA,@andysugiarto639,Dulu pak Prabowo menhan masak tidak tahuu ??? BIN kemana iyak,Negatif
UCHSM7zzy2KdeeoSnucr4IsA,@RaflesdeniDeni,Hollooo PARA TERMUL kerja boss kalian junjungan kalian tuhh,Negatif
UCmC872sCAnwznKGKDl7oXBw,@SriWidarti-lb2kt,Yaa Allah bersyukur msh ada pejabat spt bpk Syafrie semoga sehat2 sll dlm lindungsn Allah SWT sebelum ini para pejabat kmn saja yaa Allah tks msh ada org2 yg jujur berintegritas tinggi dlm menjaga amanah dari negara dan bangsa,Positif
UCIIMC9lpdWy2SjgbTzyhVKQ,@ramadhans13,Usut dalangnya,Negatif
UCoiMau8ZfkPylEX3Ss58eQA,@khairullahpku869,Cari dalang nya...penjarakan..,Negatif
UC2VvDFlOjYvcaw-t-S1y3Ng,@muhamadmaftukhin6849,Daya rusak Mulyono luar biasa,Negatif
UCWtwK4m4SqvfBYrwnjJqnZQ,@hanasnack5341,"Apakah ini,tjuanya di bngun banyak bandara n pelabuhan.
Supaya bisa melakukan hal² yg tidak di inginkan.
Makin gila negeri ini.",Negatif
UCBaIYb-pQQPv-kyF0b2LiLQ,@HeriSutikno-v1f,Indonesia2 bebas segala galanya😂😂,Negatif
UCVb4cYZLjuci3rO2YedC8wQ,@IlhamAja-ki2qb,Gak ada pengawasan negara.. Keluar masuk bebass,Negatif
UC6zEHe8FCg7HBsGzsa8ITIQ,@Fatimah_ima,Periksa semua  wilayah tambang yg di kelola asing jangan sampai  mereka bebas keluar masuk oleh karena  keberadaan bandara ilegal,Negatif
UCEklZ-eh0eTN2xENDXf5LnQ,@ynsdewantara2100,Amankan dan ambil alih . ..segera..,Negatif
UCS0Ham573oObiwl7B3mxAkw,@SahroniSalim,"Yang pasti ini kerjaan Jokowi, Kapolri nya belaga Picek, Kapolda, ,Kapolres, Kapolsek, Pangdam, Kodim, Koramil, yg berkuasa dari Jokowi sampai sekarang wajib harus ditangkep, dan di kerangkeng.",Negatif
UCzOR8njvXVlToF6KN-llnJw,@Bluesky12656,Kesalahan fatal tezim jokowi yg mmbuat kekacauan kedaulatan ngra diinjak2 pekerja asing hrs di beresksn,Negatif
UCOkS8OLPc9rUcp1rjAPdzcg,@ketutsarjasa9123,"Radarnya apa tdk bisa monitor, pemdanya gimana pak..",Negatif
UCUh646VRPLn87ZFvVytT3NA,@SakurBasuki,Diresmikan Mbah wi,Negatif
UC1lcVfA11VHqb_7_AfDexnQ,@apihsehat,"Kelamaan..., kasih kerjaan ini ke Ucok kopassus! Insya 3x tepok tangan (kode) langsung kicep.",Negatif
UCXXRzWAhPHZ6dwSuMvc0wiA,@fatimahimaa5474,"Usut tuntas pak !.

Sptnya ada indikasi buruk yg membahayakan bangsa kita.

Bravo Menhan !!!",Negatif
UCW6P7Dg8L5SS-lSZ3-Q1PGQ,@Yadiek,"AYO PARA PENJILAT SEGERA KOMENTAR JIKA KAMU BERANI, INI NYATA",Negatif
UCm95I68V3e28tuE9s2ml9Og,@bangbunghitam5375,"Satu Kata, sungguh kejiii.",Negatif
UCyJzBgQ0yQcQon1HP3hyD-g,@PraNoto-k2m,Paten Ono  mulyono,Negatif
UCbmcFc3cal1_zWpfD7aTC7g,@muhammadqosim5635,"Adanya bandara khusus di Morowali ini sama saja dengan menginjak-injak harga diri kedaulatan negara Indonesia yang sudah diperjuangkan para pahlawan kemerdekaan dengan mengorbankan darah dan jiwa raganya, dengan demikian rakyat dan seluruh bangsa Indonesia telah dilecehkan dan tidak dihargai sm sekali maka aktor utamanya dan para pejabat yang terlibat harus ditindak dengan sekeras-kerasnya karena sudah mengkhianati rakyat dan bangsa Indonesia.",Negatif
UCNHS_oVAojEOhhtzFLzoNyw,@Onie_Oxz,"Membosankan,
Buktikan saja pak kalau anda bener-bener bekerja dari hati.🥱",Positif
UC-jSBqSiTvKSZtwLHieoB2g,@dewaputu8673,Jokowi parah,Negatif
UCE4nztikgLisJ8JI205V3Ng,@Iechasetiawan,"Coba tanya ke yg sebelah bapak, selama ini didiamkan saja apakah TNI dulu tidak punya inteligen",Negatif
UC4LfGDesWP1rNmsBBGVw9tw,@KianHastuti,Berhianat wajib diadili,Negatif
UCRdnknkQaPpxL8l3-3Xh1-g,@herywidi9124,Brrti isu pekerja asing ribuan dari china dimorowali dlu mngkin saja benar,Negatif
UCdLfVQHcylz1Elpo2zwSxDg,@ahmaddasuki3989,"Kapolrinya siapa si , itu loh yang bekas ajudannya Jokowi, bohong banget KLO kapolri ga tau",Negatif
UCKiqS1qbamriU0ykZEQEaow,@mohammadhanafi886,Tanyakan juga Panglima yang disamping Menhan itu serta Kapolri. Selama President sebelumnya ngapaiin aja? Membiarkan negara dalam negara! Harusnya malu dan mengundurkan diri,Negatif
UCrSXECAWRPl-CWIlaH1ajfA,@HarwinSaid,Evaluasi dan audit secara menyeluruh,Netral
UC91dKfQODpmBqotEJZ3r5-w,@ansonbintan.mesinkelapa3188,Segera perilsa jokowi. Wajib hukum nya.!!!! Kedaulatan negara dibiat seperti apa oleh mya selama 10 tahun lalu,Negatif
UCDUItWmNHCk-YVjOoWwCcSQ,@mackbedunduk1305,"Beberapa Seseorang okenum layak disebut ""triator besar"".",Netral
UC1qlkFgmFVlofpfvZwinzBA,@taufikbahanan2028,Jokowi yg resmikan. Tu bandaraPenjara kan sesegera mungkin,Netral
UCu-FXGbUuG2FXMff86i7CDw,@FajarNugroho-v9l,Pura pura aja gk tahu,Negatif
UCVWZMC2dqg0KXHIkfpkOnrg,@sholichahkds9773,"Sudah melanggar hukum ini mah... Pasti ulahnya jokurap... Masak negara kecolongan, klo ada bandara illegal... Bahkan sudah beroperasi bandaranya...trus yg di salahkan siapa coba...??? Berani ngga mngusutnya siapa yg punya, siapa yg memberikan mandat...??? Jgn hnya gertak sambal dong...😅😅",Negatif
UCKiqS1qbamriU0ykZEQEaow,@mohammadhanafi886,Tanyakan juga Panglima yang disamping Menhan itu serta Kapolri. Selama President sebelumnya ngapaiin aja?,Netral
UCEYR7tNOlQm3gb9tuW_cJhQ,@vlogramdom8097,Kangen pak. Harto.. yg cinta produk dlm negeri.,Positif
UCn_84y0Rv8Kzpbpt8vsJnzg,@imamsuripno6218,wah kok bisa baru terdeteksi ya....luar biasa itu yang punya pasti bukan orang sembarangan..... selidiki terus,Negatif
UC3sO4vj6LHdraIkOK1N2kxQ,@wirosableng-p5q,wah ada negara di dalam negara. sudah tak berdaulatkah NKRI?,Negatif
UCAD8r-wRW9wmO3HDG9EP-ZA,@ahmadazizi6401,Sekwlas persiden harusnya tau itu dulu knapa tidak di tindak,Negatif
UCUuID417okdHHEnkHyrtYjA,@pakki1522,tangkap yg terlibat masukan kepenjara...,Negatif
UC8-wQxgbXJ7Jl1NwPyxXk9w,@kharismaprawiranagara,Makin kebuka aja kerusakan kerusakan yg sibuat si jokowi,Negatif
UCOkS8OLPc9rUcp1rjAPdzcg,@ketutsarjasa9123,Lepaskan beberapa rudal.pak!.... Agar tdk bisa dioperasikan.,Negatif
UCMFdWKTe-yrhFeJ7j5X8gEQ,@ooymasriah3742,Agus kerjaan lu kemarin ngapain,Netral
UCbpk45DxYiC6ptVFbz_E4wQ,@CahyanaYogaswara-bz1te,"Kenapa Prabowo blm penjarakan Jokowi,itu bukti kejahatannya",Negatif
UCvbKhZfyiLE6DkRvUJVI9AQ,@solih-3241,Usut tuntas.knp bisa terjadi.memalukan,Negatif
UCZOVanRQ1nIgTDCSezb8_ww,@Ahmad-i5t6m,Kowi harus d adili. Kl di hukum gantung lebih baik,Negatif
UCOcBrdoAjhjA2RCuaqHVNpA,@abdelq2000able,"Banyak WNA di sana, lihat penumpang nya juga yg terbang ke sana dr Soeta rata² org ngomongnya gak bisa bahasa Indonesia",Negatif
UCuldRDfnNeY8WQTW555wkAw,@NabilaUlfa-f6x,Paling kaya kereta cepat ujungnya . dibilang jgn ribut2,Negatif
UCj2wsYbSWGX6KK26ZPEvb7g,@JamalMuminin,malu kita sama pejuang2 bangsa yg tlh berjuang dgn tetesan darah melawan para penjajah...,Negatif
UCfaeHDMh1eQ2e0K00zn5bjg,@IwanAzham-u7c5p,BUBARIN GENK SOLO..BARU INDONESIA EMAS 🤩🇮🇩,Negatif
UCApyVOYxhnBTMc_C6TU-pyQ,@samsungprimer-b9u,"Setuju bpk mentri pertahanan
Jangan sampai bandara di kuasai orang asing.ko bisa ya.kalau bawa senjata selundupan untuk orang kkb gi mana pengawasan negara.TNI penjaga kedaulatan NKRI.",Negatif
UCnvDFfZfX7_d2dmyoQV1MQw,@AbdulRojak-e5d,Bener jokowi bener merusak negara,Negatif
UCet5LSbL8lKGeelUl1rrSDQ,@Umar-jf4md,Bbt abss bpk.masarakat siap turun .yg pengtin ada komando dr tni.mksh.,Negatif
UCiIW4H1VeqF56GAKv1JfItw,@handiraazzahra1603,"Jokowi adalah petugas partai, siapa yg paling brtanggung jawab",Positif
UC99DKeRVs8W9K_eYXVa5qTw,@F.R_J-f5k,Untuk transaksi barang tertentu??,Netral
UCtQzV0sTeeqQUZsSg4boqkQ,@wisnujiwandono5369,Klo sudah di temukan biasanya tindakan selanjutnya cuma omon2 saja.. Kurang satu set..  Ujung2nya kasus senyap dan hilang.,Negatif
UCXu9fsr9X1dv6YRgNU6haxw,@anekabuburbintaro9918,"pak Luhut Binsar Panjaitan, menteri ESDM dan pak Jokowi perlu diminta pertanggung jawaban",Netral
UC4VyAxQHMvlyqIN9mW6xzgA,@petrayuricarce6000,Siapa lagi KLO bukan si ijazah palsu,Negatif
UC4vLH6o2o8TUNyp4gLGY1uA,@wahhjedi,Percuma kalau cuma di pidatokan harus diusut dan ditindak yg memberi izin dan yg merismikan bandara tdsb bisa beroperasi berarti itu morowali sdh milik negara lain,Negatif
UC7zob5ZtNua3GfJPfILu-0g,@yaumibari5856,"TNI  harus di depan,  sikat  jangan  pandang bulu,",Positif
UCrasyz-SoK6BzUKt6C8orXA,@hazmifathia3105,Parah ini....Sikat terus tanpa ampun...oknum² yang terlibat... Bravo...❤,Negatif
UCnR1DESo04msvWfQpvKZinA,@saefudinzukhri9546,Hiduppp mulyonoo,Negatif
UCSu3lsI-ciMsOwKrhjAH4OA,@indralesmana5720,Kan ada juga itu Purnawirawan Jendral yg Bela2 TKA asal Cina di Era Jokowi dan sekarang dia juga masih berada di Kabinet/Kekuasaan 😂,Netral
UCVRnXdcYR8JC2gOcQX-qxwg,@imbalooloan5611,nepalkan jokowi,Negatif
UC3zarbhxmMpeFJBzUqfWiHA,@imanzaelani5613,Masa 10 tahun jokowi gak ketahuan.rakyat sudah pintar silakan nilai sendiri 😁😁😁,Netral
UCj2wsYbSWGX6KK26ZPEvb7g,@JamalMuminin,perang...perang...perang ud jgn di kasih hati para penjajah yg mau merusak hasil bumi yg ad di nkri harga mati...,Negatif
UCvZoaks6JJ97NH6guiuPx-g,@Lukiluk99,Sikat habis..jendral...,Negatif
UCMvQRbIUW74-KMxmDTlwaQw,@garasi_rayaraafi,Pak manhan pak jaksa lanjutkan tuntaskan ada rakyat jangan takut,Positif
UC2dyI0S_89mjZXUiZaa2PrQ,@zeethinhooo,Mau nunggu apa lagi ADILI JOKOWI,Negatif
UCSykdTDEMFeJQaUQFWo6oaw,@Wahyu-rl3yo,Adili Jokowi,Negatif
UCCAKSdhzBXG5N6qLpErsMrw,@mBanua-F64,Gub Sulteng mafia krna membiarkan bandara itu.gak mungkin tidak tau.itu kan wilayah dia.,Negatif
UCV5UMaDHGsx49RPRBiw7REw,@CucuruTene-e5q,"SUDAH BERAPA BANYAK TUHH 
HASIL TAMBANG KELUAR SECARA ILEGAL LEWAT BANDARA ITU???",Negatif
UCCAKSdhzBXG5N6qLpErsMrw,@mBanua-F64,Gub Sulteng mafia krna membiarkan bandara itu.gak mungkin tidak tau.itu kan wilayah dia.,Negatif
UCRLB_AV7j8KwffekTgQKDcA,@IbrahimBrusland,Ayo bangun pak prabowo....cepat bangun....jangan laporan asal bapak senang saja.....,Positif
UCUcCX07GRQ9aCkzoprKa4Mw,@abyanisagya5039,Ini ulah mulyono,Negatif
UCVcwl5lFcFbbPPACiz9qbQA,@smith9109,KKEJAHATAN JOKOWI SWMAKIN TERKUAK MUUULL MUL JAHAT SEKALI KAMU,Negatif
UC6zEHe8FCg7HBsGzsa8ITIQ,@Fatimah_ima,"Itulah pemerintahan terdahulu  bentuk kerjasama dengan oligarki entah apa yg di berikan  sehingga memberi ke bebasan dalam membangun bandara tanpa sepengetahuan negara dikelola oleh perusahaan di wilayah tambang. ,ini sangat merugikan negara",Negatif
UCRtTfGe5WSCCBZimmkemcBQ,@Neextlevels,Morowali merdeka jaman Mulyono... kerugian negara luar biasa karena td ada perangkat pemerintahan yg lihat.... duit ya kemana...,Negatif
UC0tdR5F1KGPtqjk0HoiILPA,@mr.healingg1311,"tunjukkan taringmu pak jangan takut,,,",Positif
UC9S543CdFxqzVszAPSjGnaw,@auliadifa9817,Selama ini me mana saja......,Netral
UCuiibwexzdF1egIpBd0h6QA,@ToniJaya-e5w,Parah bet Dah,Negatif
UCKBJ3ROP-ftFUEfQhJsJDUQ,@nonaadi6368,"Yang beking beking harus di bongkar semua, percaya saja suatu saat nanti kita akan di jajah CINA",Negatif
UCT2jI5c15VSzzuDfCknkvaQ,@endisuhendi6155,Cobalah tanya opung,Netral
UCe0p1Uqa--vY6lPksq0qyLg,@arifhakim6370,Alhamdulillah sumber daya alam dikuasai asing,Negatif
UCLz0O_BNFM4FaqYZMlTy1nA,@irwanhutasoit2949,"Mana nih pendukung raja jawa,",Netral
UCZaVaV1tJuk3-vPJ6bo1mig,@mawarputih1382,"Saya yakin partai naungan nya pasti tau lah apa aja yg di perbuat,mungkin aja juga mereka saling bekerja sama,bedanya di ahir jabatan mereka pecah kongsi...😂😂😂,coba di suruh bernyanyi pak joko,pasti partainya terlibat juga tuh.....😂😂😂",Positif
UC8y71y1j1Bnz5XT6PqO1NPA,@RUMAHINSPIRASITV,Ngeri ngeri,Negatif
UCxN0BWgdouaYa7pO8xgWvEg,@rombong2655,mulyono lagi...mulyono lagi...,Negatif
UC5Rs15rt0TLNgQ0kMYCM54Q,@ShelyShely-mx6lz,Ngeri indonesia pak,Negatif
UC5Rs15rt0TLNgQ0kMYCM54Q,@ShelyShely-mx6lz,Ini semua ulah jokowi  adili jokowi,Negatif
UCz9mTyGmDRDyyrKqxFi7iqw,@AndriexHP,"Nah jangan beri celah P. Menhan negeri ini hrs benar"" terlindungi.. Sinergitas TNI dan rakyat hrs lbh erat lagi,, agar mampu memantau setiap celah oknum"" yg merugikan negara dan rakyat byk.. 😊",Positif
UC65F1-IwdbD4V96FEQ6VIbQ,@yadialamsyah5451,Tangkapin org2 yg mengkhianatin negara & rakyat Indonesia pak Jenderal..,Negatif
UCTS0v5nC0oTjGueyu53cTEQ,@adyalfyan5962,Termul tanggung jawab dunia akhirat,Negatif
UCbJ8kviUBp_U_gnAfqiyryQ,@BonsaiCornerSouthSumatera,"kurang ajar , keterlaluann..",Negatif
UCGDJWazWhrNypqjtILaL8OA,@slamet32riyadi25,Tangkap jokiwi dan keluarga nya bikin rusak Indonesia,Negatif
UC85zIvCsu-uDJAtR9inteDQ,@srisapartini4013,"Satu kata....kurang ajar betul
Trus apa langkah penumpasannya jendral",Negatif
UCYRxyeK7USfwRHhp2K_c5jg,@bornyhandriko685,Pertanyaannya kenapa pesawat yg masuk kesana Gak terlacak radar?. Aneh. Padahal mereka butuh clearance. 🤔🤔🤔,Negatif
UCpn6Q6xL11z447vuzhjQ6Rw,@andregunawan-v6n6p,ulah jokowo indonesia abruradul,Negatif
UCKFg65gSe0jW0fEMLCKbkHw,@rizalijal1854,Mana tu TNI  Panglimanya diam doank negara dikuasi asing,Negatif
UC8fOa3rqQC7Q4nP0GdsxsGw,@therealdefender6132,"Bapak Nepotisme Indonesia yang juga finalis OCCRP , fufufafa, paman MK 
cengar-cengir melihat ini 

opung tua sok galak juga senyum tipis",Negatif
UCaeaOzRIk6ieiJlBD5cJ0Ww,@ediefendi9387,Sangat mengerikan sekali...😮,Negatif
UCGxoJ4ZwpnWvoaRYOhmAX-Q,@HariYunianto-d7f,Uangnya masuk kmn itu..,Negatif
UCLUrCuLWKpQm14ewbh0Tt9w,@Memburu_HartaKarun_PasarModal,Mentri Pertahanan sebelumnya ngapain aja ya..😂,Netral
UCx1sVvb9_KOS5KtgfPckKAw,@kunwibowo4089,Gila bener ini pemerintahan Jokowi.....negara dijual bulat bulat ke Aseng dan Asing,Negatif
UC-nokESHMbpeDJc3MdZc_hg,@cparamon,Mayan donk ketemu bandara gratis dah jadi,Netral
UCnqCgWC1GOWXIG377q5gWaw,@martinaritonang7178,Gara gara satu orang rusak satu negara,Negatif
UCYYUZHq8VJUYrVVJwO1ds0w,@Haramain01,Adili geng solo,Negatif
UCn6owwAbQ8W1dPE25j61H0w,@AurelBrsinulingga,semua ini terjadi akibat orang yng masuk gorong gorong .anak nya sekarang menuju Indonesia bubar..,Negatif
UChfYS5eA0bdnF4V4M_B_lbg,@WawanNew-f8j4x,Hidup jokowie😂😂😂,Negatif
UCKBJ3ROP-ftFUEfQhJsJDUQ,@nonaadi6368,"Sudah terang benderang bahwa dinegara NKRI ada antek komunis ,harus ditelusuri dari tahun2 sebelumnya perangkat daerah yg menyetujui pembangunan ilegal ini.",Negatif
UCDMZjFTtqfO2wAa9CrdE9sw,@88bento91,Jokowi dan pdip pang yg berkuasa waktu itu,Netral
UCQy0XlDHZl25_rn9gsCb-wA,@SaryatiYanti-e1v,Ap yg bsa ktaharab kn dri ngra in? Udah hmpir 1abat kmrdkaan dkmandang kn tp yg ad hnya ksengsaraan bgi rkyat ny.skli brganti pmmpin skli msah bru yg ktarasa kn.,Negatif
UCbk39yT8hG2MftBa7_ocwwQ,@sarisejahtera1102,Ini kah gara2 ijazah palsu wilayah negara dikangkangi negara super lain?,Negatif
UCEDhXKEtkPM4O0DVxNrm68Q,@ErmeilusRahman,Ya Allah betapa buruknya peninggalan legacy Jokowi yang melakukan pembiaran pada orang asing keluar masuk dg bebas ke Morowali yang kaya dengan Nikel.,Negatif
UC96y61zkZiapizjV1HqEQ-Q,@Suroso-l8q,Kedaulatan wilayah negara berikut potensi SDA telah digerogoti oleh pengkhianat yang berkedok pejabat negara sungguh biadab,Negatif
UCvl5ErJsutVViAaMPHE4bGA,@mjunaidi5548,"Ya Allah ,  Semoga negri ini selalu dalam lindungan NYA ..",Positif
UC33BrKJbileqVrpNWmRhnJg,@kumpulanchannel608,Adili Jokowi cs yang telah sangat merugikan negara,Negatif
UCrt4M_9sZ2PVMtlDQQo6oqw,@ALIJOHAN-w2p,"Jangan banyak mukadimah Pak, kejadian ini sdh jelas ibarat begal didepan mata tak perlu bercerita bhw pelaku begal harus dilaporkan ditangkap dan dipenjara, 
Kenyataan sdh jelas ...skrg bukti tindakan tegas dan nyata Bapak sbg menhan yg menjaga kedaulatan wilayah kesatuan Republik indonesia",Negatif
UCy98GnxHg3r1jJiQNNSg5Jw,@kakungakung1745,diusut.orang sekitar. ga ada yg tau.,Negatif
UCm3ALoSq8AmYffo-ttlkMBg,@CosmoX-c9h,"Pak Menteri, kegiatan yang tidak terdaftar lewat bandara tsb kan sudah terjadi dan tidak tercatat. Bagaimana cara mengetahui bahwa ada kegiatan illegal? Tidak ada dokumen orang keluar masuk, khususnya dari dan ke Tiongkok. Apa yang dibawa keluar masuk, dlsb. Cek saja dokumen internal bandara, siapa yg perintahkan tidak boleh ada bea cukai, imigrasi dan NAV, pelajari CCTV bandara tsb, audit PT IMIPnya dalam hal SDM, teknologi, impor-expor, penjualan-pembelian, kemudian dicarikan irisannya dengan dokumen internal bandara. Diharapkan dengan cara itu bisa ditemukan bukti-bukti kegiatan illegal di IMIP.",Negatif
UCLxpcYtPIaqSw0XjQM16gmg,@ParidiDidot,Tanya jokowi masa gak tau,Netral
UCrqXMY4QaqaqbTD0vEn9BoA,@abdulgani6855,Wah berarti wna2 ilegal banyak masuk dari sana😢,Negatif
